doc_id,speech
111,"I would like to thank the Commissioner for his reply. 44 billion investment of VW was discussed here. This will also show that cars and private transport will become significantly more expensive. So buying cars becomes a social issue here. Traffic congestion in cities will be difficult to reduce because many people can no longer afford cars and mobility. The second thing I see as a problem is that it's measured at the exhaust. We all know that production, operation and recycling are of course important. Here we see that diesel has 219 grams of CO2 per 100,000 miles, e-mobility has 277, and gasoline has the highest emissions with 300 grams of CO2 per mile. I am in favour of introducing life-cycle costs because that is the future, and of focusing on synthetic fuels like hydrogen because they can be produced from renewable energy. We reject nuclear power because it is expensive and harmful to the environment."
112,"Mr President, I would like to thank you. If we in the EU are to help protect the climate, if we are to achieve our Paris goals in 2015, and if we are to create a low-emission economy, then our transport sector must contribute to achieving this goal. That is why the legislation we are about to vote on is an important step in the right direction. This is where we go in and demand that our cars become much more climate-friendly - they have to reduce their CO2 consumption. That is why I am glad that we are getting this legislation, and it is particularly thanks to Mrs Dalia that we have at all come to a conclusion with legislation which, after all, is taking us in the right direction. That said, I would also like to say that it is disappointing that we are not a little more ambitious. The European Parliament's Environment Committee would like to see a 45% reduction in CO2 - we get one in 37. That's just not good enough! The young people are standing outside this Parliament insisting that we make sure that we are climate friendly. We had the opportunity with this legislation, but we didn't get it. But that is not Parliament's fault. That is because the Council of Ministers does not want to be part of it. If we are to solve the climate problems of the future, our transport sector must contribute - even more than what is available here. That said, I shall probably support the proposal, because it is of course a colossal advance compared to what we have today. We must also keep the Commission in the loop to ensure that we also get measurements of whether they actually achieve these CO2 reductions on the cars. We're going to be watching you to make sure that the auto industry delivers."
113,"Mr President, Commissioner, I would first of all like to congratulate the rapporteur, Mrs Dalli, and our alternative rapporteur, Mr Gieseke, on the enormous work they have done in the negotiations on this report. The agreement reached with the Council is a major step forward in achieving the decarbonisation objectives we have set ourselves, with guarantees to ensure a fair transition, while also guaranteeing the technological neutrality that the legislator must always maintain. The agreement we are voting on tomorrow is just one more measure added to the dozens we have negotiated during this mandate on the fight against climate change, in which we have made great progress during these years of the Juncker Commission, also promoted by Commissioner Arias Cañete; a fight that the European Union is leading around the world and that the European citizens demand of us and remind us every Friday that we cannot postpone; a fight that, moreover, we cannot lose."
114,"Mr President, the regulation we are considering ensures a sustainable energy transition in the sector of new passenger cars and new light commercial vehicles. It also stimulates innovation in new technologies that make the acquisition of zero- and/or low-emission vehicles affordable. It introduces real-world CO2 emissions testing as a condition of vehicle type approval, which can help us to avoid fraudulent practices such as those identified by the Parliamentary Committee of Inquiry into Automobile Emissions of which I was a member. I therefore welcome the rapporteur, Mrs Miriam Dalli, and the whole team who have worked on this dossier for the extremely balanced proposal for a regulatory framework which makes it possible to articulate the transition to the mobility model, innovation and adaptation of European industry and safeguarding the interests of workers and taxpayers. We have to put this proposal for sustainable innovation into practice, we have to have the capacity to monitor, we have to have the capacity to train workers and develop territories sustainably to be one step ahead in modernity."
115,"Mr President, ladies and gentlemen, I would like to thank you for your reply. I would like to invite everyone to take a look at the big picture. Three percent of the annual and global CO2 emissions are caused by humans. The EU's share is 9.1%. Of this, just under 30 percent is transportation, 72 percent is road transportation, and 60 percent is cars, which are affected by this bill. The possible, but not so likely, savings would be a maximum of 0.013%. So what do we do? We are making expensive electric cars compulsory, making individual mobility more expensive and damaging the value added of our core industry. This is a disproportionate saving, especially if, as is the case here, we only measure the exhaust and consider electric cars to be CO2-neutral, even if the electricity is generated from lignite. Unfortunately, this is an ideological package that our party has shown time and again. But thanks to a left-wing majority in the House, our amendments were irresponsibly rejected. It would have been better for our citizens, for our businesses and, above all, for the environment."
116,"Mr President, every new report we hear brings before our eyes the reality of the need to tackle with determination the greatest challenge facing humanity, which is the fight against climate change. The transport sector accounts for a quarter of the European Union's emissions. The decarbonisation of the transport sector is therefore an obligation, not an option. The regulation we are about to adopt puts us precisely on the path to achieving these objectives of decarbonisation, which are irrevocable. And, in turn, it puts us in front of the European challenge of taking steps to enable our industry to make the great technological leap to maintain leadership, to maintain employment, but to maintain it in a clean transport, in a transport that is compatible with this challenge we have to face, which is the total decarbonisation of our productive sectors, of our economy."
117,"Mr President, Mr Commissioner, ladies and gentlemen, I would like to thank you for your work. It is true that the CO2 limits for cars and light commercial vehicles are continually being adjusted and downgraded. We need energy-efficient cars, because that is the only way to achieve the EU's climate targets. But the limits we set today for 2025 and 2030 must also be achievable and provide the right incentives. In this respect, I welcomed the Commission's proposal, which, with a 30% reduction target in 2030, takes into account that mobility must be affordable and that we must also ensure that the jobs in the automotive industry and the supplier companies remain with us in the EU. I would like to say that there is no comparable standard in the world. We are lagging behind in almost all Member States in developing the charging infrastructure for electric vehicles. The electricity demand for electric cars is huge, and consumers have to embrace electric cars. First, we say diesel is bad - diesel is a good alternative for reducing CO2 - then we do not give incentives for renewable fuels, and we do not give incentives for plug-in hybrids. We're just setting overambitious CO2 limits on the drawing board. I think that is wrong and I shall therefore vote against it. I want to see not only Teslas driving in Europe in the future, but cars that we produce in Europe."
118,"Mr President, climate change is making citizens and politicians more sensitive to the environment, and rightly so. Transport, of course, by its emissions of carbon dioxide and other substances, contributes to this problem, that is, to climate change. But I would caution against the irresponsible pursuit of ambitious limits. First, because the European Union is not a decisive producer of CO2, it accounts for less than 10% of global production. The second reason is that the automotive industry is a key player in the European Union and we simply cannot subject it to unrealistic targets, unrealistic pressure on its competitiveness. We could totally destroy it, eliminate jobs, and we wouldn't actually be reducing CO2 as much as we'd like. I was happy with the European Commission's proposal, and I was happy with the 15% by 2025, but I am not happy with the ambitious increase by 2030 proposed by the trialogue agreement."
119,"Mr President, despite the progress made in recent years, some 500 000 lives are lost annually in Europe because of air pollution. Moreover, the current climate protests in Europe's capitals send a clearer and clearer message - that we need to be more ambitious at home and set an example to follow globally, of course, without jeopardising the competitiveness of our industry in the European Union. It is an important step that, following interinstitutional negotiations with the Council, Parliament has managed to secure an agreement to reduce emissions by 37,5% by 2030 for new cars and by 31% for cars. I am convinced that these ambitious quotas will encourage innovation among car manufacturers, but we need to ensure that the incentive mechanism for these low-emission vehicles as well as for zero-emission vehicles is functional."
120,"Mr. Chairman, please! It's not an optimal solution, it's a compromise. The difference between a compromise and an optimal solution is that in an optimal solution, everyone is happy, and in a compromise, there are costs and there are two sides. On the one hand, environmentalists are calling for faster and more extensive implementation of the solution, and for better climate protection. Those of us who are car manufacturers are aware that the pace we're proposing is going to generate costs, and those costs are serious. There are countries -- and you can see it in this room -- that are car producers, and there are countries that are consumers only. What I want to point out is that there are too many technical data gaps, that is, the effects, the costs, which are often calculated in a separate way. I am drawing attention to this because it is a fairly balanced solution that we are proposing, and it must be balanced and well applied in practice."
121,"Member of the Commission. – Mr President, thank you for this debate, which shows the importance of this legislation. Let me stress again that we now have another key element to implementing the 2030 European Union Climate and Energy Framework and meeting our commitments under the Paris Agreement. The legislation is not only to protect our environment: this legislation will help European Union industry to retain its leading competitive position in a fast-changing global market with a demand for clean products and business models that support sustainable mobility and is increasingly significant. The agreed CO2 emission standard for cars and vans will drive new jobs in Europe. Increased consumer expenditure, increased investment in infrastructure, reduction of oil imports and expansion in the battery sector are all positive drivers for job creation. This legislation will bring strong economic benefits and be good for consumers, who will not only benefit from cleaner air, but will also save money when fuelling their vehicles. To summarise, this is a very good compromise and together we can be proud of the result of our joint efforts. We all know about the scale of efforts needed to reach our long-term climate objectives and some contributions to the debate have pointed to that. This legislation is a step in the right direction. Therefore, I invite you to lend your support in tomorrow’s vote. It is important to ensure it can enter into force swiftly. There is no time to lose in our fight against climate change, and this is what our citizens, including our young generation, expect from all of us."
122,"Rapporteur. – Mr President, my thanks to all the colleagues, and thank you Commissioner once again. But allow me to address a couple of issues that were mentioned. First and foremost, let’s stop the scaremongering which says that more investment by companies equates to more expensive cars. With all due respect, all the studies that we were shown – even the impact assessment by the Commission itself – confirmed the financial benefits for consumers, as mentioned just now by the Commissioner himself when he was speaking about a decrease in consumer expenditure. Consumer benefits are the most evident thing in this legislation. I would have expected some of the Members speaking tonight to know the details of what we are going to vote upon tomorrow. So for example we had Mr Meuthen, who has not even realised that we are speaking about zero and low-emission vehicles defined as vehicles that would emit 50g per km. And we had Mr Kölmel from the ECR, who has not even realised that this is part of a whole package of legislation which addresses different sectors and that this Parliament doesn’t focus on mobility or passenger vehicles alone. The reality is that change is happening, investments are being channelled into new technologies and research is being carried out to ensure that the EU, for example, can produce batteries and battery cells within its boundaries. I am really glad that Members who originally proposed less ambition today are speaking about this compromise positively, because I am convinced that it was the initial ambition of this Parliament that changed things. And things will continue to change. Just look around at the models that are currently being rolled out and also the increased kilometrage that zero and low-emission vehicles have today. Things have changed from a couple of months ago to today. My concluding remark would be, let’s continue working to make sure that we attract investments to this continent, to the European Union, that we roll out the required infrastructure and charging stations and develop the necessary technology to produce battery cells and batteries here within the European Union. I look forward to the vote tomorrow. Thank you to all the colleagues for their contributions. Once again, thank you, Commissioner and to all the staff for their help."
123,Thank you very much for this discussion and for your closing remarks.
124,I'm closing the debate. The vote will take place on Wednesday 27 March 2019.
